Task_ID,Task_Description,Created_Date,Deadline,Est. Hours,Category,Priority,Class,Assigned_To
304,Religious stand professional someone.,2025-01-01,2025-01-09,6.36,Improvement,Low,Admin,U10
305,Seek expect necessary season goal.,2025-02-03,2025-02-13,7.43,Feature,High,Support,U04
306,Energy TV sport quality.,2025-03-16,2025-03-17,5.26,Improvement,Medium,Support,U02
307,Must along stage detail perform nothing attack admit.,2025-04-06,2025-04-11,7.63,Bug,Medium,Admin,U06
308,Write somebody official traditional involve gun child public.,2025-03-19,2025-03-29,1.38,Feature,Low,Support,U06
309,Realize art mission sure cultural federal manager.,2025-05-05,2025-05-11,4.11,Improvement,Low,Support,U10
310,Point growth bank trial.,2025-02-11,2025-02-18,7.98,Improvement,High,Support,U07
311,Just anyone ball summer simply ahead.,2025-01-21,2025-01-25,6.76,Feature,High,Admin,U04
312,Statement job drug message act.,2025-01-20,2025-01-26,2.87,Bug,High,Research,U02
313,Sometimes far officer result until.,2025-04-07,2025-04-13,9.63,Feature,High,Support,U01
314,Be color wrong career.,2025-03-01,2025-03-07,1.08,Feature,High,Research,U05
315,Test doctor attorney by fall success society.,2025-01-27,2025-02-05,3.06,Improvement,Low,Technical,U10
316,Level window believe different.,2025-01-05,2025-01-07,7.54,Bug,Medium,Research,U10
317,Dog care prepare item society professional ten reality.,2025-05-07,2025-05-08,1.06,Improvement,Low,Research,U02
318,Resource race skin now mouth full.,2025-05-22,2025-05-26,1.54,Feature,High,Technical,U03
319,Change tree first significant.,2025-02-11,2025-02-18,5.17,Feature,Medium,Admin,U08
320,Certainly industry note argue produce believe crime.,2025-01-07,2025-01-09,4.52,Feature,Medium,Research,U05
321,Light memory sign last everything.,2025-02-09,2025-02-11,2.09,Bug,High,Admin,U02
322,Parent set ever hour address hotel we example.,2025-03-08,2025-03-15,1.95,Bug,Low,Admin,U07
323,Account voice himself step order himself.,2025-05-18,2025-05-28,6.65,Feature,Low,Support,U03
324,Book sort three various less.,2025-05-19,2025-05-28,9.48,Feature,High,Admin,U09
325,Girl author best recognize executive its know.,2025-06-01,2025-06-09,9.85,Bug,Medium,Support,U07
326,Animal everything believe born.,2025-04-20,2025-04-21,2.36,Bug,Medium,Admin,U06
327,Your remain a majority.,2025-06-05,2025-06-13,7.45,Feature,High,Research,U07
328,Per score present learn third.,2025-02-22,2025-02-28,5.96,Bug,Low,Research,U06
329,Offer couple Republican each cut.,2025-01-08,2025-01-16,7.46,Bug,Medium,Technical,U07
330,Executive team wall seek sing close.,2025-04-20,2025-04-30,5.7,Improvement,Medium,Admin,U01
331,About very appear actually.,2025-01-30,2025-02-07,7.03,Improvement,Low,Research,U09
332,Free hot floor purpose around.,2025-05-15,2025-05-16,6.19,Bug,High,Admin,U08
333,Analysis sound tonight upon design.,2025-04-05,2025-04-14,9.29,Bug,High,Support,U03
334,Hand allow market history defense media.,2025-04-12,2025-04-17,7.62,Improvement,Low,Support,U01
335,Unit represent development before thank however discover.,2025-06-08,2025-06-14,1.26,Improvement,Low,Research,U05
336,Deal human technology fear seem song.,2025-02-02,2025-02-03,3.05,Feature,Low,Research,U01
337,Second pick police challenge condition relate itself.,2025-01-29,2025-02-06,8.77,Improvement,Low,Admin,U06
338,Ok quality she language quality but.,2025-03-24,2025-03-25,5.61,Bug,Medium,Research,U04
339,Story teach performance consider that.,2025-05-19,2025-05-28,2.37,Bug,Low,Research,U05
340,Team name together program wonder.,2025-05-01,2025-05-05,4.69,Feature,High,Admin,U02
341,Everyone find raise draw material.,2025-03-20,2025-03-28,6.45,Feature,High,Support,U07
342,Recognize turn live effect now method most.,2025-05-09,2025-05-10,2.92,Feature,High,Technical,U08
343,Success cost trial civil mother military.,2025-05-18,2025-05-27,5.53,Feature,Medium,Admin,U10
344,Brother expect how performance film police magazine.,2025-06-18,2025-06-22,2.92,Bug,High,Technical,U03
345,Forget PM create choose.,2025-04-14,2025-04-22,7.15,Feature,Low,Support,U02
346,Race think another fight feeling page administration.,2025-02-16,2025-02-24,4.44,Feature,Low,Research,U05
347,Their culture during over.,2025-01-11,2025-01-12,2.13,Improvement,Low,Research,U04
348,Space specific laugh including single fall maintain.,2025-03-04,2025-03-13,5.54,Bug,High,Admin,U04
349,Among nothing say size others may.,2025-01-22,2025-01-28,9.63,Feature,Low,Technical,U06
350,Whatever level responsibility.,2025-06-08,2025-06-11,5.14,Feature,Medium,Support,U07
351,College price any religious find.,2025-03-02,2025-03-03,5.48,Improvement,Medium,Research,U03
352,Involve thus let human behavior.,2025-04-24,2025-04-30,7.81,Feature,Low,Technical,U05
353,Morning describe lawyer sense.,2025-05-11,2025-05-16,5.95,Bug,Low,Technical,U10
354,Magazine eye fine million strong once might machine.,2025-02-16,2025-02-18,6.19,Bug,Medium,Admin,U05
355,Since according news into myself help read.,2025-04-02,2025-04-05,3.22,Improvement,Low,Technical,U05
356,Policy level part easy base forget fear.,2025-01-18,2025-01-21,4.42,Improvement,Low,Support,U02
357,Hit nearly level listen scientist.,2025-01-29,2025-02-04,9.3,Improvement,Medium,Research,U08
358,Hospital meet early model large scientist well.,2025-04-01,2025-04-09,9.43,Improvement,High,Admin,U02
359,Investment star list begin center strong.,2025-06-18,2025-06-21,4.63,Bug,Medium,Admin,U04
360,Section establish indeed sit work.,2025-02-09,2025-02-14,5.58,Improvement,High,Support,U08
361,Local movement fish each firm cost rather.,2025-01-27,2025-02-04,5.33,Feature,Medium,Research,U04
362,Set year year require treat bad.,2025-01-02,2025-01-07,8.63,Bug,Low,Research,U03
363,Represent conference guy product reason across pressure.,2025-02-01,2025-02-09,7.74,Feature,Medium,Admin,U04
364,Between stock situation reveal while along bank huge.,2025-01-03,2025-01-11,3.88,Bug,Low,Technical,U04
365,From both admit fund follow.,2025-05-09,2025-05-10,3.96,Improvement,Medium,Admin,U09
366,Should let catch seat life.,2025-01-30,2025-02-02,7.03,Bug,Low,Admin,U02
367,Population two decision when outside fight rate human.,2025-04-15,2025-04-22,6.53,Improvement,Medium,Support,U08
368,Scene maintain third put now would.,2025-02-02,2025-02-06,1.92,Feature,Medium,Support,U01
369,Bag wind without although take.,2025-05-26,2025-06-05,1.38,Feature,Medium,Research,U10
370,Whole edge official political movie try.,2025-02-07,2025-02-08,5.68,Feature,Medium,Support,U06
371,Fund walk book art stop phone.,2025-02-04,2025-02-10,6.69,Feature,High,Support,U05
372,Enough garden south argue condition sense.,2025-05-04,2025-05-11,2.63,Feature,Medium,Technical,U01
373,Mind billion rest energy.,2025-04-30,2025-05-05,2.34,Improvement,High,Support,U01
374,Law computer camera amount single.,2025-05-14,2025-05-23,2.2,Feature,High,Support,U08
375,Image time find plan.,2025-02-08,2025-02-15,2.83,Improvement,Medium,Technical,U08
376,Send size more identify maintain.,2025-04-04,2025-04-09,1.78,Improvement,Low,Research,U02
377,Truth page authority daughter real hit.,2025-03-03,2025-03-05,8.61,Feature,High,Research,U10
378,Walk financial difference by radio hold line box.,2025-03-29,2025-04-07,7.84,Feature,Medium,Technical,U04
379,Sound our benefit born lay them dark.,2025-01-01,2025-01-10,5.84,Feature,Low,Support,U03
380,Me already control themselves face couple tell.,2025-02-17,2025-02-18,7.62,Improvement,High,Research,U08
381,Fund eye good although create building.,2025-02-17,2025-02-20,9.99,Feature,Low,Technical,U04
382,Prove security community take baby response.,2025-06-13,2025-06-21,5.99,Improvement,Low,Research,U07
383,Board perform third.,2025-01-20,2025-01-30,9.27,Bug,Low,Technical,U03
384,Us challenge hear better house throw natural.,2025-03-20,2025-03-30,1.07,Bug,Low,Technical,U08
385,Admit future money part continue if.,2025-02-01,2025-02-08,4.89,Bug,High,Admin,U01
386,Effect war their true rest.,2025-04-05,2025-04-11,7.04,Improvement,Medium,Support,U08
387,Matter whole argue enter any.,2025-06-10,2025-06-11,8.73,Improvement,Low,Admin,U04
388,Mouth decide owner significant much where.,2025-04-12,2025-04-22,9.59,Bug,High,Technical,U03
389,Television blue contain never.,2025-01-01,2025-01-04,1.21,Improvement,Low,Admin,U01
390,Serve father store team these.,2025-01-29,2025-01-30,5.73,Bug,Low,Research,U02
391,Each discuss rock pull.,2025-02-08,2025-02-09,2.82,Feature,Medium,Admin,U09
392,Light yeah walk role sometimes.,2025-02-06,2025-02-08,9.78,Feature,High,Support,U07
393,Seat image blue military.,2025-04-07,2025-04-11,7.04,Improvement,High,Technical,U10
394,Economic law force travel use task student scientist.,2025-03-14,2025-03-21,9.3,Improvement,High,Support,U09
395,Both reflect military anything.,2025-03-05,2025-03-09,6.37,Bug,Medium,Research,U08
396,Street put gas else candidate.,2025-05-07,2025-05-09,1.27,Bug,High,Admin,U07
397,His or rule ask record power kid.,2025-05-26,2025-05-29,7.15,Feature,Low,Admin,U02
398,Politics middle gas a exactly modern.,2025-01-15,2025-01-16,5.21,Feature,Medium,Support,U06
399,Student evening key window or.,2025-05-30,2025-05-31,1.43,Feature,High,Technical,U07
400,Where road goal page.,2025-03-01,2025-03-02,4.49,Feature,Low,Support,U01
401,Run bag clearly.,2025-01-14,2025-01-21,2.99,Feature,High,Admin,U05
402,Yourself drug find cultural.,2025-04-12,2025-04-14,8.83,Bug,Low,Admin,U10
403,Administration make husband catch approach professional.,2025-02-24,2025-02-28,6.61,Feature,Low,Technical,U04
404,Method young thus outside beautiful.,2025-05-03,2025-05-12,9.8,Bug,High,Technical,U05
405,Current should but fill need spring but.,2025-03-26,2025-03-30,1.4,Bug,Low,Technical,U08
406,Show son clearly half end health.,2025-01-05,2025-01-08,1.34,Feature,Medium,Technical,U07
407,Strong land assume different you all determine scientist.,2025-03-03,2025-03-06,8.82,Improvement,Low,Research,U05
408,Off stop five get with gun quite.,2025-05-23,2025-05-27,3.88,Bug,Medium,Research,U01
409,Red debate since.,2025-04-08,2025-04-17,6.93,Improvement,High,Support,U05
410,Different person quite member board key.,2025-03-11,2025-03-13,6.9,Improvement,Low,Research,U04
411,Discover entire go rich your.,2025-01-06,2025-01-08,6.97,Improvement,High,Technical,U04
412,Small he news window middle article.,2025-05-23,2025-05-28,6.38,Bug,Low,Technical,U06
413,Wear third game continue health.,2025-05-17,2025-05-19,7.15,Improvement,Medium,Support,U08
414,Wait government people deep.,2025-04-30,2025-05-01,3.36,Bug,Medium,Technical,U09
415,Detail specific great writer increase father traditional.,2025-05-29,2025-06-06,3.19,Improvement,Low,Technical,U10
416,Deep imagine that hold reduce guy half.,2025-01-30,2025-02-05,5.86,Feature,Medium,Research,U03
417,Tree sell arrive agreement whole.,2025-02-21,2025-03-03,2.22,Feature,High,Technical,U05
418,Budget music clear first style perhaps.,2025-05-14,2025-05-22,7.47,Feature,Medium,Research,U09
419,Ball half wrong road win project.,2025-02-28,2025-03-10,4.6,Feature,High,Technical,U10
420,Fast allow teacher enough contain.,2025-04-11,2025-04-17,3.63,Bug,Low,Technical,U10
421,Response church why director child road spend.,2025-03-12,2025-03-13,5.6,Improvement,Medium,Technical,U09
422,Wonder series senior.,2025-04-30,2025-05-05,6.99,Feature,High,Admin,U09
423,Concern trade public stand baby talk drive.,2025-01-30,2025-02-01,7.77,Improvement,Medium,Research,U06
424,Today begin myself.,2025-01-19,2025-01-27,1.49,Improvement,Low,Technical,U09
425,Bar instead firm share major owner enter.,2025-01-05,2025-01-08,3.67,Feature,High,Support,U01
426,Away rise general nice.,2025-02-01,2025-02-02,9.38,Improvement,Medium,Research,U02
427,Support already development inside onto.,2025-05-02,2025-05-10,4.27,Improvement,Medium,Technical,U08
428,Usually challenge notice wait well language.,2025-05-11,2025-05-18,9.99,Improvement,Medium,Research,U05
429,Include hospital force knowledge stand area.,2025-06-01,2025-06-11,2.87,Feature,High,Research,U01
430,Community everything buy mission reach idea anyone deep.,2025-06-16,2025-06-22,6.87,Feature,Low,Technical,U01
431,Argue end education gas a me month I.,2025-02-25,2025-03-03,4.4,Bug,High,Technical,U10
432,Clearly stage administration surface since.,2025-02-07,2025-02-17,4.34,Improvement,Medium,Support,U02
433,Research so woman south class attack first indeed.,2025-02-07,2025-02-12,3.92,Feature,High,Research,U10
434,Low country describe claim.,2025-04-17,2025-04-22,4.28,Bug,Medium,Admin,U06
435,Whom pretty admit peace eight wide.,2025-03-23,2025-03-24,3.59,Improvement,Medium,Technical,U03
436,Central against imagine.,2025-01-25,2025-01-28,8.35,Bug,High,Admin,U06
437,Science certain provide but young.,2025-04-27,2025-04-28,5.5,Feature,Medium,Admin,U04
438,Model population pressure rock.,2025-02-24,2025-02-25,4.52,Improvement,High,Research,U06
439,Heart body hour.,2025-05-29,2025-06-06,9.4,Improvement,Low,Admin,U07
440,Hour medical great involve.,2025-04-19,2025-04-26,7.63,Feature,Medium,Support,U08
441,Piece series truth carry surface sister.,2025-01-24,2025-01-31,5.42,Improvement,High,Technical,U07
442,Cut manager democratic above.,2025-03-05,2025-03-14,3.46,Improvement,Medium,Support,U01
443,Most religious reach.,2025-04-21,2025-05-01,5.62,Feature,Medium,Technical,U09
444,Work light friend.,2025-05-19,2025-05-27,1.46,Feature,High,Technical,U04
445,Spring almost final network.,2025-05-12,2025-05-19,3.6,Feature,Low,Support,U06
446,Over begin generation thousand run expert exist.,2025-05-20,2025-05-28,7.07,Improvement,High,Admin,U09
447,Forward bank open eye present policy theory.,2025-04-12,2025-04-16,8.55,Feature,Low,Admin,U04
448,Indicate add bad human fine best.,2025-01-22,2025-01-30,3.19,Bug,High,Technical,U02
449,She system pay save play should war.,2025-05-08,2025-05-13,5.33,Improvement,Medium,Research,U02
450,Set together when quite.,2025-06-01,2025-06-11,1.75,Bug,Low,Technical,U10
451,Tough myself sister get.,2025-02-01,2025-02-06,8.47,Improvement,Medium,Technical,U06
452,Cold left majority feel hope.,2025-04-11,2025-04-14,8.33,Improvement,Low,Technical,U06
453,Guess hour poor sense behind four evidence.,2025-05-04,2025-05-12,5.13,Improvement,Medium,Research,U08
454,Page then themselves student.,2025-03-19,2025-03-24,8.75,Improvement,High,Admin,U06
455,Wait common less probably lay sing.,2025-03-12,2025-03-16,3.99,Feature,Medium,Technical,U04
456,Require project soldier produce nearly word provide.,2025-01-05,2025-01-11,2.38,Bug,High,Support,U09
457,Maybe sister huge chance themselves rise as.,2025-05-11,2025-05-15,1.83,Bug,Low,Research,U07
458,Which north already no treat store fact pay.,2025-02-09,2025-02-16,8.3,Feature,Low,Admin,U06
459,Hit region analysis age natural.,2025-03-27,2025-03-28,6.42,Feature,Medium,Technical,U01
460,Business explain become enough growth cause seat.,2025-05-03,2025-05-07,3.25,Feature,Low,Research,U10
461,Suffer area would.,2025-05-18,2025-05-23,4.46,Bug,High,Admin,U01
462,Student foot put her future.,2025-05-01,2025-05-10,1.29,Feature,Medium,Research,U09
463,Allow field finish matter brother now budget.,2025-01-11,2025-01-17,8.71,Feature,High,Support,U03
464,Light weight size cell.,2025-03-05,2025-03-15,1.96,Bug,High,Technical,U01
465,Bit they off behind.,2025-06-11,2025-06-17,5.32,Bug,Medium,Technical,U03
466,Wear particularly much check.,2025-06-11,2025-06-20,6.2,Improvement,Low,Research,U05
467,Responsibility me scene economic color strategy firm.,2025-04-05,2025-04-11,2.71,Feature,High,Research,U06
468,Ground leg occur central head word mission.,2025-05-11,2025-05-20,3.18,Improvement,High,Support,U02
469,Near suddenly I.,2025-03-26,2025-04-01,5.58,Improvement,Medium,Technical,U05
470,Good physical professional treat condition space.,2025-05-28,2025-06-02,3.25,Feature,Medium,Admin,U10
471,Buy tell direction knowledge sure.,2025-03-01,2025-03-06,5.56,Bug,Low,Research,U01
472,Foreign war small picture word event gun.,2025-02-16,2025-02-17,1.76,Feature,High,Admin,U07
473,Learn old health serious agent.,2025-06-08,2025-06-09,4.6,Feature,High,Admin,U04
474,Economy safe nature.,2025-01-16,2025-01-18,5.61,Bug,High,Admin,U09
475,Compare product property so when issue size.,2025-02-18,2025-02-24,6.62,Improvement,High,Research,U08
476,Throw easy talk artist tell seem.,2025-01-23,2025-02-02,1.66,Feature,Medium,Admin,U01
477,How president friend fear whom.,2025-02-20,2025-02-25,6.36,Improvement,Low,Admin,U03
478,Beyond hospital TV animal admit explain process.,2025-03-06,2025-03-15,3.94,Improvement,High,Research,U09
